SteamSpyPlayersEstimate,SteamSpyPlayersEstimate_log,DLCCount_log,PriceFinal_log,PCReqsHaveMin,PriceCurrency,PublisherCountCat,RecommendationCount
15065,9.62019582838564,0.0,2.0781907597781832,1,USD,0,205
1067,6.97354301952014,0.0,4.836202538722539,1,USD,0,0
1793,7.492203042618741,0.0,2.3969857684155302,1,USD,0,0
30669,10.331040257108297,0.0,2.771963526845863,1,USD,0,288
5201,8.556798446008596,0.0,2.3969857684155302,1,USD,1,0
8250,9.018089684104343,0.0,1.790091412127358,1,USD,1,0
3049,8.022896869601457,0.0,1.790091412127358,1,USD,0,0
8967,9.101417964751995,0.0,1.790091412127358,1,USD,0,0
6815,8.827028068509152,0.0,1.790091412127358,1,USD,0,240
3946,8.280711075662847,0.0,2.196112848483529,1,USD,0,0
12554,9.437874271591685,0.0,2.63834278867739,1,USD,0,131
11478,9.348274558065496,0.0,2.0781907597781832,1,USD,0,0
47886,10.776599347816312,0.0,2.0781907597781832,1,USD,0,164
1605,7.381501894506707,0.0,2.3969857684155302,1,USD,0,0
38022,10.54594651876855,0.0,2.3969857684155302,1,USD,0,473
12734,9.452109387413557,1.0986122886681096,3.0440461338325413,1,USD,0,124
6815,8.827028068509152,0.6931471805599453,2.0781907597781832,1,USD,0,105
34614,10.452042393112126,0.6931471805599453,3.433664571799657,1,USD,0,375
25647,10.152220874849334,0.0,2.3969857684155302,1,USD,0,144
6815,8.827028068509152,0.0,1.6074359097634274,1,USD,0,1002
53267,10.883091054622035,0.0,2.3969857684155302,1,USD,0,372
23136,10.049188346707682,1.0986122886681096,1.9444805562457188,1,USD,0,211
39995,10.59653472809574,1.0986122886681096,0.0,1,missing,0,0
11299,9.332558004700433,0.0,3.0440461338325413,1,USD,1,336
2152,7.674617497364363,0.0,1.790091412127358,1,USD,0,0
114784,11.650816092309672,0.0,2.771963526845863,1,USD,0,1489
45913,10.734525360435516,1.0986122886681096,1.790091412127358,1,USD,0,450
18473,9.824119617152556,0.6931471805599453,2.3969857684155302,1,USD,0,285
1076,6.981934677156389,0.0,1.9444805562457188,1,USD,0,0
11837,9.37906997525067,0.0,1.095273387402595,1,USD,0,0
8967,9.101417964751995,0.0,2.3969857684155302,1,USD,0,0
6636,8.800415333145924,0.0,2.771963526845863,1,USD,0,111
20267,9.9167985665958,0.0,1.790091412127358,1,USD,0,301
9506,9.15978364835903,0.0,2.63834278867739,1,USD,0,208
10223,9.232493176617316,0.0,1.790091412127358,1,USD,0,116
1793,7.492203042618741,0.0,3.9316295350670645,1,USD,0,0
9864,9.196748418456716,0.0,3.0440461338325413,1,USD,0,124
1924062,14.469949653954451,0.6931471805599453,0.0,1,missing,0,8837
5201,8.556798446008596,0.0,1.790091412127358,1,USD,0,172
3946,8.280711075662847,0.0,2.3969857684155302,1,USD,0,0
25647,10.152220874849334,0.0,1.6074359097634274,1,USD,0,344
18473,9.824119617152556,0.0,1.790091412127358,1,USD,0,267
13989,9.546098067659527,0.0,0.9122827104766162,1,USD,0,0
1873,7.535830462798367,0.0,1.790091412127358,1,USD,0,0
1435,7.269616749608169,0.0,1.790091412127358,1,USD,0,0
10940,9.30027247947679,0.0,1.790091412127358,1,USD,0,176
5560,8.623533227187565,0.0,2.3969857684155302,1,USD,0,0
44479,10.702794928924463,0.0,1.095273387402595,1,USD,0,1245
7533,8.927181388251986,0.0,1.790091412127358,1,USD,0,0
10582,9.267004219093725,0.0,2.3969857684155302,1,USD,0,255
3049,8.022896869601457,0.0,1.3837912309017721,1,USD,0,105
7712,8.950662495933999,0.0,2.196112848483529,1,USD,0,0
3228,8.079927770758275,0.0,2.3969857684155302,1,USD,0,0
118550,11.683098526717359,1.6094379124341003,3.9316295350670645,1,USD,0,2011
64387,11.07268255932612,0.6931471805599453,3.0440461338325413,1,USD,0,711
171458,12.052099449951655,0.0,2.771963526845863,1,USD,0,3253
24033,10.087224773471245,0.0,2.3969857684155302,1,USD,0,189
4663,8.447628728030327,0.0,1.3837912309017721,1,USD,0,220
0,0.0,0.0,4.6150215020384655,1,USD,0,0
16680,9.722025626154055,0.0,2.3969857684155302,1,USD,0,171
38740,10.564653749740895,0.0,2.3969857684155302,1,USD,0,947
670409,13.415644744506542,1.3862943611198906,3.49620448524049,1,USD,0,9324
36946,10.517239732281821,0.0,2.3969857684155302,1,USD,0,270
10582,9.267004219093725,3.5263605246161616,3.433664571799657,1,USD,0,392
1325214,14.09708526839,1.0986122886681096,3.0440461338325413,1,USD,0,19903
223828,12.318637646447328,0.0,3.433664571799657,1,USD,0,6144
149040,11.911976714861119,0.0,2.771963526845863,1,USD,0,1737
242481,12.398682759800606,0.0,4.110709916308365,1,USD,0,3635
803,6.6895992691789665,0.0,0.0,1,missing,0,0
51294,10.845348560521813,0.0,1.095273387402595,1,USD,0,943
1380812,14.138183014098963,0.0,2.3969857684155302,1,USD,0,10249
49321,10.806125507956496,0.0,2.771963526845863,1,USD,0,612
102767,11.540229299497573,0.0,3.9316295350670645,1,USD,1,2847
41788,10.640388425985996,0.6931471805599453,3.2577118486533987,1,USD,0,511
4484,8.408493774492896,0.0,2.3969857684155302,1,USD,0,0
717,6.576469569048224,0.6931471805599453,2.5641798306825083,1,USD,0,0
3228,8.079927770758275,0.0,2.8326249356838407,1,USD,0,0
3228,8.079927770758275,0.0,0.0,1,missing,0,0
95773,11.469746528376257,0.0,1.790091412127358,1,USD,0,1710
8429,9.039552050995901,0.0,1.3837912309017721,1,USD,0,106
210556,12.257511679297226,2.0794415416798357,2.0781907597781832,1,USD,0,5045
49859,10.816974357077548,0.0,0.0,1,missing,0,252
248937,12.424959148458262,2.3978952727983707,3.433664571799657,1,USD,1,6149
537,6.2878585601617845,0.0,0.0,1,missing,0,0
22777,10.033550436834297,0.0,1.556037135706985,1,USD,0,103
15783,9.66675204770245,0.0,2.771963526845863,1,USD,0,0
15962,9.678028823264478,0.0,2.3969857684155302,1,USD,0,0
10940,9.30027247947679,0.6931471805599453,1.790091412127358,1,USD,1,181
8609,9.060679597421776,0.0,2.771963526845863,1,USD,0,190
19011,9.8528256377339,0.0,2.3969857684155302,1,USD,0,101
46093,10.738438068670437,0.0,1.3837912309017721,1,USD,0,833
7174,8.878358040627822,0.0,2.3969857684155302,1,USD,0,0
229388,12.34317453135073,0.0,2.3969857684155302,1,USD,1,1650
15245,9.632072452548218,0.0,0.688134638736401,1,USD,1,0
10044,9.214830277249035,0.0,0.688134638736401,1,USD,1,159
30310,10.319265961919356,0.0,0.688134638736401,1,USD,1,506
69588,11.150361787854917,0.0,2.3969857684155302,1,USD,1,174
9685,9.178436822963175,0.0,0.688134638736401,1,USD,1,130
5739,8.655214489313613,0.0,2.0781907597781832,1,USD,0,0
1886,7.54274354536855,0.0,1.790091412127358,1,USD,0,0
3049,8.022896869601457,0.0,1.6074359097634274,1,USD,0,0
0,0.0,0.0,3.2577118486533987,1,USD,0,105
1793,7.492203042618741,0.0,2.3969857684155302,1,USD,0,0
0,0.0,0.0,2.771963526845863,1,USD,0,0
0,0.0,0.0,3.2577118486533987,1,USD,0,198
128773,11.765814208921205,0.0,2.9439125248241944,1,USD,0,2021
38022,10.54594651876855,0.0,1.3837912309017721,1,USD,0,288
75506,11.231980646171113,0.0,2.771963526845863,1,USD,0,927
8788,9.081256218564645,0.6931471805599453,2.196112848483529,1,USD,0,0
69588,11.150361787854917,0.0,0.0,1,missing,0,686
20805,9.94299668563084,0.0,2.0781907597781832,1,USD,1,189
32104,10.376767060228149,0.0,2.0781907597781832,1,USD,1,386
2332,7.75491027202143,0.0,1.790091412127358,1,USD,1,0
4125,8.325063693631197,0.0,1.790091412127358,1,USD,1,0
9685,9.178436822963175,0.0,2.3969857684155302,1,USD,0,170
0,0.0,0.0,0.0,1,missing,0,0
5560,8.623533227187565,0.0,2.995232148512309,1,USD,0,0
6815,8.827028068509152,0.0,2.3969857684155302,1,USD,0,0
11658,9.36383369293329,0.0,1.790091412127358,1,USD,0,0
9147,9.121290555142672,0.0,1.9444805562457188,1,USD,0,0
1435,7.269616749608169,0.0,0.0,1,missing,0,0
4125,8.325063693631197,0.0,2.3969857684155302,1,USD,0,120
9326,9.140668698726863,0.0,0.0,1,missing,0,106
3228,8.079927770758275,0.0,3.0440461338325413,1,USD,0,0
99718,11.510111509508592,0.0,2.3969857684155302,1,USD,0,1212
1076,6.981934677156389,0.0,1.790091412127358,1,USD,0,0
1077,6.982862751468942,0.0,5.017213609456379,1,USD,0,0
43941,10.690625861516315,0.0,2.3969857684155302,1,USD,0,650
27799,10.232791299678729,0.0,1.501852701754163,1,USD,0,243
34973,10.462360207273605,0.0,2.3969857684155302,1,USD,0,392
47886,10.776599347816312,0.0,2.3969857684155302,1,USD,0,555
46452,10.746196327732314,0.0,2.3969857684155302,1,USD,0,395
39098,10.57385217019883,0.0,2.3969857684155302,1,USD,0,311
42327,10.653204084583967,0.0,2.3969857684155302,1,USD,0,511
59185,10.988440306418273,0.0,2.3969857684155302,1,USD,0,584
43761,10.686521139890596,0.0,2.3969857684155302,1,USD,0,685
32283,10.382327030444262,0.0,2.3969857684155302,1,USD,0,283
1070,6.976348070447749,0.0,2.771963526845863,1,USD,0,0
21881,9.993419660036736,0.6931471805599453,2.3969857684155302,1,USD,0,125
147605,11.902301840728807,0.0,2.0781907597781832,1,USD,0,1950
6457,8.77307495131822,0.0,2.3969857684155302,1,USD,0,0
9326,9.140668698726863,0.0,3.0440461338325413,1,USD,0,204
72816,11.195704723407564,0.6931471805599453,2.0781907597781832,1,USD,0,340
20267,9.9167985665958,0.0,1.9444805562457188,1,USD,0,306
32462,10.387856258239758,0.0,2.771963526845863,1,USD,1,0
16141,9.689179849884317,0.0,2.620311286794203,1,USD,0,313
18294,9.814383077453307,0.0,2.3969857684155302,1,USD,1,0
287318,12.568348375742753,1.3862943611198906,1.790091412127358,1,USD,1,2282
0,0.0,0.0,0.0,0,missing,0,0
326954,12.697577825730722,0.0,1.9444805562457188,1,USD,0,1754
304177,12.6253683353505,0.0,2.3969857684155302,1,USD,0,1272
2332,7.75491027202143,0.0,1.6074359097634274,1,USD,0,0
15424,9.643744848773588,0.0,1.790091412127358,1,USD,0,0
31207,10.348429751186492,0.0,1.095273387402595,1,USD,0,392
31924,10.37114468090074,0.0,2.196112848483529,1,USD,0,670
205893,12.235116752231894,1.6094379124341003,0.0,1,missing,0,1086
1067,6.97354301952014,0.0,2.3969857684155302,1,USD,0,0
36946,10.517239732281821,0.6931471805599453,2.771963526845863,1,USD,0,295
142762,11.868941191673017,0.0,2.3969857684155302,1,USD,0,643
483347,13.088492170095838,0.0,3.0440461338325413,1,USD,0,5889
8071,8.996156562033445,0.0,1.790091412127358,1,USD,1,134
8071,8.996156562033445,0.0,3.0440461338325413,1,USD,0,0
119088,11.687626391716122,0.0,1.790091412127358,1,USD,0,2080
19549,9.880730565413511,0.0,2.772588722239781,1,USD,0,259
864465,13.669867254240113,2.833213344056216,3.0440461338325413,1,USD,0,5272
11299,9.332558004700433,0.6931471805599453,2.771963526845863,1,USD,0,0
8250,9.018089684104343,0.0,2.196112848483529,1,USD,0,0
30669,10.331040257108297,0.6931471805599453,2.771963526845863,1,USD,0,641
30489,10.3251540399823,0.0,1.790091412127358,1,USD,0,242
102409,11.536739643069483,0.0,2.3969857684155302,1,USD,0,2889
127876,11.758824143405324,0.0,2.0781907597781832,1,USD,0,580
15065,9.62019582838564,0.0,1.6074359097634274,1,USD,0,282
5022,8.521782643750045,0.0,1.790091412127358,1,USD,0,0
11658,9.36383369293329,0.0,2.3969857684155302,1,USD,0,0
1973,7.587817219993427,0.0,2.3969857684155302,1,USD,0,0
10761,9.283776690049365,0.0,2.3969857684155302,1,USD,0,154
107789,11.587940168775674,0.0,4.025173103360802,1,USD,1,2170
9147,9.121290555142672,0.0,1.790091412127358,1,USD,0,169
921319,13.733562703316842,0.0,3.0440461338325413,1,USD,0,8504
3408,8.134174272137903,0.0,2.0781907597781832,1,USD,0,0
2690,7.897668150726906,0.0,2.0781907597781832,1,USD,1,0
4125,8.325063693631197,0.0,2.0781907597781832,1,USD,0,0
1610,7.384610383176974,0.0,2.0781907597781832,1,USD,0,0
24033,10.087224773471245,0.0,1.9444805562457188,1,USD,0,337
10940,9.30027247947679,0.0,1.790091412127358,1,USD,0,102
4304,8.367532416861831,0.0,3.0440461338325413,1,USD,0,0
4663,8.447628728030327,0.0,2.3969857684155302,1,USD,0,0
19908,9.898927169779796,0.0,1.9444805562457188,1,USD,0,374
10402,9.249849505070895,1.9459101490553132,2.771963526845863,1,USD,0,0
64925,11.081003438799703,0.6931471805599453,2.3969857684155302,1,USD,1,734
114963,11.652374314858788,0.0,0.3987761199573678,1,USD,0,461
45196,10.718785991936208,0.0,2.771963526845863,1,USD,0,531
381297,12.851336500618157,3.1354942159291497,1.9444805562457188,1,USD,0,7066
105278,11.56436924803379,0.0,2.0781907597781832,1,USD,0,1430
0,0.0,0.0,1.4445632692438664,1,USD,1,0
0,0.0,0.0,1.4445632692438664,1,USD,1,0
687088,13.440219111576507,0.0,3.0440461338325413,1,USD,0,6677
508994,13.1401934723017,0.0,3.0440461338325413,1,USD,0,3142
8967,9.101417964751995,0.6931471805599453,3.0440461338325413,1,USD,0,175
1122908,13.931433197489772,2.5649493574615367,3.7133281345162463,1,USD,0,26956
9685,9.178436822963175,0.0,1.790091412127358,1,USD,0,0
1255,7.135687347028144,0.0,2.3969857684155302,1,USD,0,0
1255,7.135687347028144,0.0,2.196112848483529,1,USD,0,0
6995,8.853093836138493,1.0986122886681096,1.9444805562457188,1,USD,0,164
18652,9.833762270044563,0.0,1.3837912309017721,1,USD,0,168
2870,7.9624156801210635,0.0,2.771963526845863,1,USD,0,0
254138,12.445636640411719,0.0,0.0,1,missing,0,2011
533,6.280395838960195,0.0,1.790091412127358,0,USD,0,0
12375,9.423514392252901,0.0,1.790091412127358,1,USD,0,164
5380,8.59062950948942,0.0,1.790091412127358,1,USD,0,323
18832,9.843365929194746,0.0,1.2499017362143359,1,USD,0,389
1435,7.269616749608169,0.0,2.196112848483529,1,USD,0,0
15603,9.655282570626547,0.0,2.771963526845863,1,USD,0,326
132898,11.79734472021855,0.0,1.790091412127358,1,USD,0,4054
5919,8.68609172787805,0.0,3.433664571799657,1,USD,0,142
3946,8.280711075662847,0.0,2.771963526845863,1,USD,0,147
25826,10.159175735326064,0.0,3.0440461338325413,1,USD,0,237
0,0.0,0.0,3.9316295350670645,1,USD,0,0
352601,12.773095221079565,1.3862943611198906,3.5832411220909393,1,USD,0,2999
717,6.576469569048224,0.0,2.0781907597781832,1,USD,0,0
1070,6.976348070447749,0.0,2.0781907597781832,1,USD,0,0
0,0.0,0.0,2.0781907597781832,1,USD,0,0
2332,7.75491027202143,0.0,2.0781907597781832,1,USD,0,0
717,6.576469569048224,0.0,2.0781907597781832,1,USD,0,0
2511,7.828834527588089,0.0,1.790091412127358,1,USD,0,0
897,6.8001700683022,0.0,1.3837912309017721,1,USD,0,0
1435,7.269616749608169,0.0,2.0781907597781832,1,USD,0,0
2870,7.9624156801210635,0.0,1.790091412127358,1,USD,0,0
2690,7.897668150726906,0.0,1.790091412127358,1,USD,0,0
3049,8.022896869601457,0.0,1.790091412127358,1,USD,0,0
27440,10.219793524324475,0.0,3.0440461338325413,1,USD,0,324
13272,9.493487175626202,0.6931471805599453,1.9444805562457188,1,USD,0,284
3408,8.134174272137903,0.0,0.8064758658669485,1,USD,0,0
803,6.6895992691789665,0.0,1.790091412127358,1,USD,0,0
806535,13.600503812872946,1.9459101490553132,3.433664571799657,1,USD,0,7008
5022,8.521782643750045,0.0,1.3837912309017721,1,USD,0,136
5560,8.623533227187565,0.0,1.3837912309017721,1,USD,0,123
4125,8.325063693631197,0.0,1.3837912309017721,1,USD,0,0
2152,7.674617497364363,0.0,1.6074359097634274,1,USD,0,0
2152,7.674617497364363,0.0,2.0781907597781832,1,USD,1,0
4842,8.48528964240323,0.0,1.790091412127358,1,USD,0,137
1255,7.135687347028144,0.0,1.3837912309017721,1,USD,0,0
18832,9.843365929194746,0.0,1.790091412127358,1,USD,0,154
4663,8.447628728030327,0.0,1.3837912309017721,1,USD,0,0
1973,7.587817219993427,0.0,1.3837912309017721,1,USD,0,0
26364,10.17979265196457,0.0,1.6074359097634274,1,USD,0,158
13810,9.533220655077928,0.0,1.6074359097634274,1,USD,0,161
17576,9.774346508212899,0.0,1.6074359097634274,1,USD,0,0
3946,8.280711075662847,0.0,1.3837912309017721,1,USD,0,117
11120,9.316590491818841,0.0,1.3837912309017721,1,USD,0,0
12554,9.437874271591685,0.0,1.6074359097634274,1,USD,0,0
59903,11.000498559837263,0.6931471805599453,1.6074359097634274,1,USD,0,566
4304,8.367532416861831,0.0,2.3969857684155302,1,USD,0,0
23315,10.056895099165441,0.0,3.0440461338325413,1,USD,0,297
340406,12.737897239512222,1.0986122886681096,3.7133281345162463,1,USD,0,10465
100436,11.51728594424719,1.791759469228055,3.0440461338325413,1,USD,0,872
43582,10.682422445046257,0.6931471805599453,2.0781907597781832,1,USD,0,481
101691,11.529703916209046,0.0,0.0,1,missing,0,318
3946,8.280711075662847,0.0,1.790091412127358,1,USD,0,0
4304,8.367532416861831,0.0,2.196112848483529,1,USD,0,0
22598,10.025660936493804,0.0,1.790091412127358,1,USD,0,177
2152,7.674617497364363,0.0,2.3969857684155302,1,USD,0,0
81066,11.303031252239691,0.0,3.0440461338325413,1,USD,0,675
269383,12.503893149954878,1.9459101490553132,2.771963526845863,1,USD,0,1809
4125,8.325063693631197,0.0,2.3969857684155302,1,USD,0,140
1614,7.387090235656757,0.0,3.0440461338325413,1,USD,0,0
15603,9.655282570626547,0.6931471805599453,2.3969857684155302,1,USD,0,137
8609,9.060679597421776,0.6931471805599453,2.63834278867739,1,USD,0,201
355650,12.781705191910836,0.0,3.7133281345162463,1,USD,0,6745
348476,12.76132750987425,0.0,0.0,1,missing,0,1455
31745,10.365522012132187,0.0,1.095273387402595,1,USD,0,212
201948,12.215770469258576,0.0,3.0440461338325413,1,USD,0,3100
163926,12.007176485758933,1.0986122886681096,3.0440461338325413,1,USD,0,2645
7712,8.950662495933999,0.0,1.790091412127358,1,USD,0,125
3587,8.185350223178686,0.0,1.790091412127358,1,USD,0,0
2424,7.793586803371584,0.6931471805599453,1.790091412127358,1,USD,1,0
8071,8.996156562033445,0.0,1.9444805562457188,1,USD,0,0
6098,8.715880102296456,0.0,2.8898160479624417,1,USD,0,265
14527,9.583833100841074,0.0,3.0440461338325413,1,USD,0,167
132898,11.79734472021855,2.5649493574615367,0.0,1,missing,0,3251
204459,12.228127636311005,1.0986122886681096,3.433664571799657,1,USD,0,2413
2511,7.828834527588089,0.0,1.790091412127358,1,USD,0,0
41430,10.631784671878874,0.0,1.790091412127358,1,USD,0,492
18473,9.824119617152556,0.6931471805599453,2.771963526845863,1,USD,0,198
9147,9.121290555142672,0.0,2.771963526845863,1,USD,0,110
244274,12.406049918812544,0.0,0.3987761199573678,1,USD,0,2973
12554,9.437874271591685,0.6931471805599453,2.9439125248241944,1,USD,0,232
13989,9.546098067659527,0.6931471805599453,2.995232148512309,1,USD,0,0
5919,8.68609172787805,0.0,1.6074359097634274,1,USD,0,113
3049,8.022896869601457,0.0,1.0986122886681096,1,USD,0,0
42327,10.653204084583967,0.0,1.3837912309017721,1,USD,0,570
48962,10.798820189818805,0.0,0.0,1,missing,0,345
23136,10.049188346707682,0.6931471805599453,1.6114359150967734,1,USD,0,133
10761,9.283776690049365,0.0,2.3969857684155302,1,USD,0,138
3228,8.079927770758275,0.0,2.771963526845863,1,USD,0,113
13810,9.533220655077928,0.0,1.790091412127358,1,USD,0,0
5380,8.59062950948942,0.0,1.790091412127358,1,USD,0,0
3228,8.079927770758275,0.0,2.771963526845863,1,USD,0,143
10223,9.232493176617316,0.0,1.9444805562457188,1,USD,0,0
6815,8.827028068509152,0.0,2.3969857684155302,1,USD,0,0
11478,9.348274558065496,0.6931471805599453,2.3969857684155302,1,USD,0,122
4042360,15.212339485179276,1.791759469228055,0.0,1,missing,0,24336
4428859,15.303652772561525,1.0986122886681096,0.0,1,missing,0,27890
2870,7.9624156801210635,0.0,1.790091412127358,1,USD,0,0
3766,8.23403420769204,0.0,1.790091412127358,1,USD,0,0
763850,13.546128022950569,1.791759469228055,3.8284239815518326,1,USD,0,7812
0,0.0,0.0,0.0,1,missing,0,0
23674,10.072174918054278,0.6931471805599453,2.3969857684155302,1,USD,0,137
0,0.0,0.0,0.0,1,missing,0,0
3228,8.079927770758275,0.0,1.790091412127358,1,USD,0,0
0,0.0,0.0,0.0,1,missing,0,0
40533,10.609896407079258,0.0,3.0440461338325413,1,USD,0,362
19370,9.871532381294577,0.0,3.0440461338325413,1,USD,0,179
2108792,14.561626303861447,2.995732273553991,3.7133281345162463,1,USD,0,50325
11120,9.316590491818841,0.0,1.095273387402595,1,USD,0,288
1793,7.492203042618741,0.0,1.790091412127358,1,USD,0,0
12734,9.452109387413557,0.0,1.6074359097634274,1,USD,0,0
73892,11.210373379851719,3.8501476017100584,3.8284239815518326,1,USD,0,814
19370,9.871532381294577,0.0,1.790091412127358,1,USD,0,202
94517,11.456545571534024,1.0986122886681096,2.771963526845863,1,USD,0,224
12375,9.423514392252901,0.0,2.0781907597781832,1,USD,1,0
6995,8.853093836138493,0.0,2.0781907597781832,1,USD,1,0
3228,8.079927770758275,0.0,1.790091412127358,1,USD,1,0
3587,8.185350223178686,0.0,1.790091412127358,1,USD,1,0
5380,8.59062950948942,0.0,3.0440461338325413,1,USD,0,131
3766,8.23403420769204,0.0,0.5538851132264376,1,USD,0,0
61338,11.024171134959547,0.0,2.771963526845863,1,USD,0,0
190111,12.155368651155468,0.0,0.3987761199573678,1,USD,0,1271
37125,10.522072811769169,0.0,2.3969857684155302,1,USD,1,278
14169,9.558882332684727,1.0986122886681096,2.771963526845863,1,USD,0,115
180067,12.101089836310067,0.0,2.3969857684155302,1,USD,1,1205
4125,8.325063693631197,0.0,2.3969857684155302,1,USD,0,0
24033,10.087224773471245,0.0,2.3969857684155302,1,USD,0,239
9685,9.178436822963175,0.6931471805599453,2.3969857684155302,1,USD,0,184
53446,10.886445787656298,0.0,0.5247285289349821,1,USD,0,211
34973,10.462360207273605,0.0,1.790091412127358,1,USD,0,406
83039,11.327077698399716,0.0,0.46373401623214017,1,USD,0,389
109941,11.607708232990133,0.0,1.790091412127358,1,USD,0,2727
3766,8.23403420769204,0.0,1.790091412127358,1,USD,0,0
3766,8.23403420769204,0.0,1.790091412127358,1,USD,0,0
3049,8.022896869601457,0.0,3.0440461338325413,1,USD,0,0
17935,9.79456514531194,0.0,2.0781907597781832,1,USD,1,0
16321,9.700269170029188,0.0,2.0781907597781832,1,USD,1,0
5919,8.68609172787805,0.0,2.0781907597781832,1,USD,1,0
3408,8.134174272137903,0.0,1.790091412127358,1,USD,1,0
2690,7.897668150726906,0.0,1.790091412127358,1,USD,0,0
110121,11.609344121096703,0.0,3.7133281345162463,1,USD,0,1110
24212,10.094644957992482,0.0,2.3969857684155302,1,USD,0,297
12554,9.437874271591685,2.8903717578961645,3.2577118486533987,1,USD,0,145
5560,8.623533227187565,0.0,2.771963526845863,1,USD,0,127
5022,8.521782643750045,0.0,0.0,1,missing,0,0
10402,9.249849505070895,0.0,2.3969857684155302,1,USD,0,687
22419,10.017708696626151,0.0,2.3969857684155302,1,USD,0,369
566207,13.246716780843057,0.0,0.0,1,missing,0,2699
0,0.0,0.0,2.301584592660462,1,USD,0,107
27620,10.226331631955956,0.0,1.9444805562457188,1,USD,0,735
5201,8.556798446008596,0.0,2.3969857684155302,1,USD,0,0
3049,8.022896869601457,0.0,2.301584592660462,1,USD,0,0
9147,9.121290555142672,0.0,2.3969857684155302,1,USD,0,0
6457,8.77307495131822,0.0,2.3969857684155302,1,USD,0,108
5380,8.59062950948942,0.0,2.771963526845863,1,USD,0,0
231361,12.351738862451827,0.0,0.0,1,missing,0,2313
14527,9.583833100841074,0.0,2.771963526845863,1,USD,0,336
568538,13.25082519140286,1.6094379124341003,0.0,1,missing,1,1625
13451,9.50688307286016,0.6931471805599453,2.771963526845863,1,USD,0,232
28337,10.251958939124172,0.0,3.0440461338325413,1,USD,0,446
4304,8.367532416861831,0.0,3.0440461338325413,1,USD,0,114
34973,10.462360207273605,0.0,2.771963526845863,1,USD,0,233
58109,10.97009304506915,0.6931471805599453,3.433664571799657,1,USD,0,734
94338,11.454649956824472,0.0,2.3969857684155302,1,USD,0,1715
0,0.0,0.0,0.0,1,missing,0,0
27440,10.219793524324475,0.0,2.3969857684155302,1,USD,0,403
38919,10.56926353629994,0.0,1.9444805562457188,1,USD,0,432
11837,9.37906997525067,0.6931471805599453,1.790091412127358,1,USD,0,213
4842,8.48528964240323,0.0,3.0440461338325413,1,USD,0,0
42865,10.665834249897078,0.0,2.3969857684155302,1,USD,0,256
4842,8.48528964240323,0.0,3.0440461338325413,1,USD,0,0
0,0.0,0.0,2.196112848483529,1,USD,0,0
33000,10.404293143019792,0.6931471805599453,2.771963526845863,1,USD,0,177
86088,11.36313692383358,0.0,2.771963526845863,1,USD,0,293
49859,10.816974357077548,0.6931471805599453,1.3837912309017721,1,USD,0,392
6277,8.744806737401898,0.0,2.771963526845863,1,USD,0,0
406047,12.914226658196641,1.3862943611198906,3.433664571799657,1,USD,0,4861
33538,10.420464219786625,0.0,1.095273387402595,1,USD,0,895
127338,11.754608100548191,0.0,0.0,1,missing,0,687
5560,8.623533227187565,0.0,2.301584592660462,1,USD,0,0
1076,6.981934677156389,0.0,1.790091412127358,1,USD,0,0
31924,10.37114468090074,0.6931471805599453,2.3969857684155302,1,USD,0,234
3408,8.134174272137903,0.0,1.790091412127358,1,USD,0,0
59185,10.988440306418273,0.0,2.771963526845863,1,USD,0,414
22598,10.025660936493804,0.6931471805599453,2.771963526845863,1,USD,0,121
14169,9.558882332684727,0.0,2.0781907597781832,1,USD,1,0
11120,9.316590491818841,0.0,2.0781907597781832,1,USD,1,0
4125,8.325063693631197,0.0,2.0781907597781832,1,USD,1,0
1973,7.587817219993427,0.0,1.790091412127358,1,USD,1,0
1793,7.492203042618741,0.0,2.0781907597781832,1,USD,1,0
8429,9.039552050995901,0.0,2.0781907597781832,1,USD,1,0
4125,8.325063693631197,0.0,2.0781907597781832,1,USD,1,0
2511,7.828834527588089,0.0,2.0781907597781832,1,USD,1,0
2870,7.9624156801210635,0.0,1.790091412127358,1,USD,1,0
2511,7.828834527588089,0.0,1.790091412127358,1,USD,1,0
3587,8.185350223178686,0.0,2.0781907597781832,1,USD,1,0
19549,9.880730565413511,0.0,2.3969857684155302,1,USD,0,143
18652,9.833762270044563,0.0,1.790091412127358,1,USD,0,0
12554,9.437874271591685,0.0,1.790091412127358,1,USD,0,0
57571,10.960791617382561,0.6931471805599453,3.0440461338325413,1,USD,0,813
16500,9.711176264112805,0.0,2.3969857684155302,1,USD,0,178
579658,13.270195278588897,0.0,3.0440461338325413,1,USD,0,6554
2577612,14.7623743348434,0.0,3.0440461338325413,1,USD,0,70765
13272,9.493487175626202,0.0,1.790091412127358,1,USD,0,324
12734,9.452109387413557,0.0,2.3969857684155302,1,USD,0,0
225622,12.326620743764067,1.3862943611198906,0.0,1,missing,0,1066
3946,8.280711075662847,0.0,1.790091412127358,1,USD,0,113
5380,8.59062950948942,0.0,1.790091412127358,1,USD,0,0
1793,7.492203042618741,0.0,3.0440461338325413,1,USD,0,0
111914,11.625494933573725,1.0986122886681096,0.688134638736401,1,USD,0,1011
107789,11.587940168775674,0.0,0.0,1,missing,0,402
20446,9.925591451443054,0.0,1.6074359097634274,1,USD,0,212
11658,9.36383369293329,0.0,2.3969857684155302,1,USD,0,242
14169,9.558882332684727,0.0,1.790091412127358,1,USD,0,327
