DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,RecommendationCount,PublisherCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,PlatformWindows,PlatformLinux,PlatformMac,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceInitial,PriceFinal,HasDemo,MultipleDevs,DLCCountCat,Metacritic_Bins,MovieCountCat,PackageCategory,PublisherCategory,HasDiscount,HasEnglish,LanguageCount,HasSupportURL,HasSupportEmail,IsComWebsite,IsHttpWebsite
0,2,0,58,0,1,133,1,14886,3193,10761,2715,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.99,9.99,0,1,0,1,0,1,<= 1,0,1,3,0,0,0,1
0,1,0,79,1,1,4031,1,812095,23561,607636,20386,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,3,0,1,<= 1,0,1,5,1,0,1,1
0,1,0,78,1,1,2133,1,507021,18625,403178,16611,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,3,0,1,<= 1,0,1,5,0,0,0,1
0,1,0,0,2,1,1113,1,199078,11675,123572,9199,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,0,1,1,<= 1,0,1,5,0,0,1,1
0,1,0,77,0,1,772,1,354933,15586,257008,13265,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,3,0,1,<= 1,0,1,5,0,0,0,0
0,1,0,87,1,2,349,1,98822,8227,64566,6650,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,4,0,> 1,<= 1,0,1,5,0,0,0,1
0,1,0,79,1,2,199,1,77479,7285,57213,6260,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.99,9.99,0,0,0,3,0,> 1,<= 1,0,1,3,0,0,1,1
0,1,0,90,0,2,382,1,116219,8921,88419,7782,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.99,9.99,0,0,0,4,0,> 1,<= 1,0,1,2,0,0,0,0
0,1,0,0,1,2,0,1,47886,5727,20984,3791,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.99,9.99,0,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,0
0,1,0,66,0,1,150,1,15424,3250,8967,2478,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,1,0,1,<= 1,0,1,5,0,0,0,0
0,1,0,86,1,1,878,1,233693,12649,153165,10241,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.99,9.99,0,0,0,4,0,1,<= 1,0,1,2,0,0,0,0
0,1,0,80,0,1,327,1,124110,9219,63490,6594,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,3,0,1,<= 1,0,1,1,0,0,1,1
0,1,0,58,0,2,0,1,27082,4307,20805,3775,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,1,0,> 1,<= 1,0,1,1,0,0,0,0
0,1,0,86,1,1,878,1,233693,12649,153165,10241,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.99,9.99,0,0,0,4,0,1,<= 1,0,1,2,0,0,0,0
0,1,0,0,0,1,0,1,2690,1357,1347,1178,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,0,0,1,<= 1,0,1,1,0,0,0,0
0,1,0,70,0,1,404,1,275481,13733,134333,9591,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,2,0,1,<= 1,0,1,5,0,0,0,0
0,1,0,66,0,1,0,1,236562,12726,68691,6859,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,1,0,1,<= 1,0,1,5,0,0,0,0
0,1,0,79,2,2,485,1,112093,8762,68512,6850,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,3,1,> 1,<= 1,0,1,4,0,0,1,1
0,1,0,0,1,1,0,1,42865,5418,21881,3871,25,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7.99,7.99,0,0,0,0,0,1,<= 1,0,1,1,0,0,0,1
1,1,0,0,1,2,467,1,127518,9345,81604,7476,11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,1
0,1,0,0,3,2,399,1,104023,8441,75327,7183,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9.99,9.99,0,0,0,0,2,> 1,<= 1,0,1,1,0,1,0,1
0,2,0,0,1,1,876,1,268666,13562,139534,9775,10,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0,1,0,0,0,1,<= 1,0,1,5,0,1,0,1
1,1,0,0,0,4,1539,1,981222,25893,447657,17502,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.99,0.74,1,0,0,0,0,> 1,<= 1,1,1,6,1,0,0,1
1,1,0,0,0,3,540,1,364618,15797,138279,9731,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.99,0.74,1,0,0,0,0,> 1,<= 1,1,1,5,0,0,0,1
0,1,0,0,1,2,394,1,204459,11832,71740,7010,38,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4.99,1.24,0,0,0,0,0,> 1,<= 1,1,1,1,0,0,1,1
0,1,0,0,2,2,615,1,231361,12586,109224,8649,36,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.99,2.49,0,0,0,0,1,> 1,<= 1,1,1,1,0,0,1,1
1,1,0,0,0,3,0,1,19011,3608,7174,2217,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,0
1,1,0,0,0,3,0,1,18473,3557,7712,2298,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,3,0,0,0,0
1,1,0,0,0,3,0,1,29055,4461,13989,3095,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,0
1,1,0,0,0,2,0,1,27261,4321,10940,2737,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,0
1,1,0,0,0,3,0,1,13631,3055,7533,2271,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,4,0,0,0,0
1,1,0,0,1,2,0,1,16680,3380,6457,2103,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,0
1,1,0,0,1,3,0,1,15424,3250,5201,1887,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,0
1,1,0,0,0,3,0,1,14348,3135,7353,2244,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,0
1,1,0,0,0,3,0,1,11658,2826,4842,1821,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,1,0,0,0
1,1,0,0,1,2,0,1,8967,2478,5380,1919,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,1,1
1,1,0,0,1,2,0,1,10044,2623,6815,2160,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,1,1
1,1,0,0,0,2,0,1,11478,2804,8788,2453,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,1,1
1,1,0,0,1,2,0,1,13093,2994,9326,2527,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.99,9.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,1,1
1,1,1,79,3,2,2524,1,1910790,36087,795057,23313,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.99,14.99,1,0,1,3,2,> 1,<= 1,0,1,9,0,0,1,1
1,1,0,0,4,2,169,1,107251,8570,93979,8023,25,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,9.99,9.99,1,0,0,0,2,> 1,<= 1,0,1,10,0,0,1,1
1,1,0,0,1,2,0,1,16680,3380,12196,2890,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,19.99,19.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,1,1
0,1,0,65,0,1,376,1,118191,8997,19908,3693,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.99,1.99,0,0,0,1,0,1,<= 1,0,1,1,0,0,1,1
0,1,0,61,3,1,1710,1,289291,14073,138279,9731,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0,0,0,1,2,1,<= 1,0,1,2,1,0,1,1
0,1,0,50,1,2,1794,1,288035,14042,128414,9378,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0,0,0,1,0,> 1,<= 1,0,1,1,0,1,1,1
0,1,0,83,1,2,255,1,1180838,28397,291084,14116,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.99,19.99,0,0,0,4,0,> 1,<= 1,0,1,5,0,0,0,0
0,1,0,0,0,3,0,1,34794,4882,17935,3505,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.49,2.49,0,0,0,0,0,> 1,<= 1,0,1,5,0,0,0,1
0,1,0,65,1,2,115,1,34256,4844,19908,3693,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9.99,9.99,0,0,0,1,0,> 1,<= 1,0,1,4,1,0,0,1
0,1,0,91,1,3,3881,1,1001129,26154,798823,23368,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,4,0,> 1,<= 1,0,1,9,1,0,0,1
0,1,0,84,2,3,1131,1,847606,24070,380939,16147,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,4,1,> 1,<= 1,0,1,9,0,0,1,1
0,1,0,84,2,3,1131,1,847606,24070,380939,16147,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,4,1,> 1,<= 1,0,1,9,0,0,1,1
0,1,0,84,1,1,8853,1,1512993,32129,1349247,30348,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.99,19.99,0,0,0,4,0,1,<= 1,0,1,14,1,0,1,1
0,1,0,81,2,1,14960,1,2800364,43633,1878508,35782,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,4,1,1,<= 1,0,1,14,1,0,1,1
0,1,0,65,1,1,1726,1,301666,14370,234589,12673,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.99,9.99,0,0,0,1,0,1,<= 1,0,1,1,1,0,0,1
0,1,0,0,1,1,308,1,650680,21095,302383,14387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.99,19.99,0,0,0,0,0,1,<= 1,0,1,14,0,0,1,1
0,1,0,91,5,2,4146,1,842943,24004,559750,19568,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.99,19.99,0,0,0,4,2,> 1,<= 1,0,1,8,1,0,1,1
0,1,0,89,1,2,6793,1,1551374,32532,1257241,29298,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19.99,19.99,0,0,0,4,0,> 1,<= 1,0,1,5,1,0,1,1
0,1,0,86,1,2,5984,1,2261060,39236,1072152,27063,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,4,0,> 1,<= 1,0,1,5,1,0,0,1
1,1,0,82,2,1,2511,1,693007,21769,577506,19875,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.99,19.99,1,0,0,4,1,1,<= 1,0,1,9,0,0,0,1
0,1,0,0,0,0,692,0,224725,12404,66180,6733,42,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,<= 1,0,1,18,1,1,1,1
0,2,0,71,4,3,1706,1,417167,16896,266693,13512,58,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.99,9.99,0,1,0,2,2,> 1,<= 1,0,1,8,1,0,0,1
0,1,0,0,0,0,451,1,100615,8301,100615,8301,8,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,<= 1,0,1,5,1,1,1,1
1,1,0,0,1,2,384,1,255573,13228,135947,9649,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.99,7.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,1,1
1,1,0,0,1,2,121,1,218806,12240,55957,6191,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.99,7.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,1
0,1,0,77,0,1,419,1,127876,9358,75327,7183,12,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,14.99,14.99,0,0,0,3,0,1,<= 1,0,1,1,1,0,1,1
0,1,0,77,0,1,419,1,127876,9358,75327,7183,12,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,14.99,14.99,0,0,0,3,0,1,<= 1,0,1,1,1,0,1,1
0,1,0,78,0,1,115,1,93082,7984,23853,4042,13,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,14.99,14.99,0,0,0,3,0,1,<= 1,0,1,1,0,0,1,1
0,1,1,63,3,1,154,1,125365,9266,48424,5759,12,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,14.99,14.99,0,0,1,1,2,1,<= 1,0,1,5,0,1,1,1
1,1,0,73,2,1,187,1,68512,6850,35870,4957,30,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,9.99,9.99,1,0,0,2,1,1,<= 1,0,1,2,0,0,1,1
0,1,0,78,0,2,0,1,53087,6030,25826,4206,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.99,6.69,0,0,0,3,0,> 1,<= 1,1,1,1,0,0,1,1
0,1,0,78,0,2,0,1,1793,1108,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,3,0,> 1,<= 1,0,1,1,0,0,0,0
0,1,0,78,0,2,0,1,1793,1108,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,3,0,> 1,<= 1,0,1,1,0,0,0,0
0,1,0,78,0,2,0,1,1793,1108,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,3,0,> 1,<= 1,0,1,1,0,0,0,0
0,1,0,65,0,2,0,1,32104,4689,11658,2826,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,1,0,> 1,<= 1,0,1,4,0,1,0,1
0,1,0,63,0,2,0,1,32642,4728,7174,2217,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,1,0,> 1,<= 1,0,1,4,0,0,0,0
1,1,0,0,1,1,0,1,8429,2403,2152,1214,21,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,1,<= 1,0,1,1,0,0,0,1
1,1,0,75,1,1,938,1,549886,19395,293237,14168,30,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,1,0,0,3,0,1,<= 1,0,1,6,0,0,0,1
1,1,0,0,1,2,716,1,117295,8963,84115,7590,45,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4.99,4.99,1,0,0,0,0,> 1,<= 1,0,1,1,0,0,0,0
0,1,0,64,1,1,409,2,79273,7368,62952,6566,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.99,39.99,0,0,0,1,0,1,> 1,0,1,1,1,0,0,1
0,1,0,0,0,1,0,2,10940,2737,4842,1821,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.99,9.99,0,0,0,0,0,1,> 1,0,1,5,1,0,0,1
1,1,0,63,1,1,0,2,11120,2760,6995,2189,16,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14.99,14.99,1,0,0,1,0,1,> 1,0,1,1,1,0,0,1
0,1,0,0,0,1,0,2,1793,1108,539,745,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,0,0,1,> 1,0,1,1,1,0,0,0
1,1,0,0,2,1,377,1,106892,8556,27261,4321,27,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,1,0,0,0,1,1,<= 1,0,1,2,0,1,1,1
0,1,0,0,0,1,0,1,5380,1919,1614,1051,11,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4.99,4.99,0,0,0,0,0,1,<= 1,0,1,1,0,0,1,1
1,2,0,0,1,1,0,1,14169,3115,2870,1402,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,1,1,0,0,0,1,<= 1,0,1,1,0,0,0,0
0,1,0,75,1,0,7107,1,661800,21274,495005,18403,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,<= 1,0,1,6,1,0,0,1
0,1,0,84,1,2,154,1,92903,7977,48066,5738,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,4,0,> 1,<= 1,0,1,5,0,0,0,0
0,1,0,72,0,1,0,1,2870,1402,808,912,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,2,0,1,<= 1,0,1,1,0,0,0,0
0,2,0,85,0,1,556,1,139534,9775,84653,7614,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,1,0,4,0,1,<= 1,0,1,1,0,0,0,0
0,1,0,66,0,2,132,1,46452,5641,42147,5373,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.99,19.99,0,0,0,1,0,> 1,<= 1,0,1,3,0,0,0,1
0,1,0,0,1,1,0,1,6277,2073,2690,1357,30,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,19.99,19.99,0,0,0,0,0,1,<= 1,0,1,1,0,0,0,1
0,3,1,82,11,2,5452,1,1034488,26584,701257,21898,60,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0,1,1,4,2,> 1,<= 1,0,1,12,1,0,1,1
0,1,0,78,0,2,945,1,542532,19265,204100,11822,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,3,0,> 1,<= 1,0,1,1,0,0,1,1
0,1,0,70,2,3,1088,1,2162597,38378,680811,21577,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.99,19.99,0,0,0,2,1,> 1,<= 1,0,1,5,1,0,1,1
0,1,0,64,0,2,446,1,512222,18720,119806,9058,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.99,9.99,0,0,0,1,0,> 1,<= 1,0,1,1,0,0,1,1
1,1,0,83,1,1,0,1,39278,5187,24750,4117,13,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9.99,9.99,1,0,0,4,0,1,<= 1,0,1,1,0,0,0,1
0,1,1,84,1,2,904,1,410890,16769,218627,12235,30,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,1,4,0,> 1,<= 1,0,1,5,0,1,1,1
0,1,0,86,1,1,15728,2,3165161,46365,2256218,39195,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.99,9.99,0,0,0,4,0,1,> 1,0,1,13,1,0,1,1
0,1,0,88,2,1,25180,2,4424016,54719,3103465,45915,52,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.99,19.99,0,0,0,4,1,1,> 1,0,1,17,1,0,1,1
0,1,0,80,2,2,550,1,221317,12310,129132,9404,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,3,1,> 1,<= 1,0,1,3,0,1,1,1
1,1,0,61,3,2,294,1,40533,5269,23495,4012,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,1,0,0,1,2,> 1,<= 1,0,1,5,0,0,1,1
0,1,0,44,1,2,110,1,34076,4831,8609,2428,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0,0,0,1,0,> 1,<= 1,0,1,5,0,0,1,1
0,2,0,88,2,2,3981,1,1230518,28986,572125,19783,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,1,0,4,1,> 1,<= 1,0,1,1,0,0,1,1
0,1,0,74,0,2,5010,1,1844431,35458,911096,24953,50,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,2,0,> 1,<= 1,0,1,13,0,1,1,1
0,2,0,88,2,2,3981,1,1230518,28986,572125,19783,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,1,0,4,1,> 1,<= 1,0,1,1,0,0,1,1
0,1,0,79,0,1,970,1,298796,14302,217910,12215,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,3,0,1,<= 1,0,1,5,0,0,1,1
1,1,0,0,0,1,0,1,19370,3642,11658,2826,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.99,4.99,1,0,0,0,0,1,<= 1,0,1,1,0,0,0,1
1,1,0,0,1,1,0,1,25826,4206,4125,1681,92,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9.99,9.99,1,0,0,0,0,1,<= 1,0,1,1,0,0,0,1
1,1,0,0,3,1,0,1,3049,1445,2152,1214,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.99,4.99,1,0,0,0,2,1,<= 1,0,1,1,0,0,1,1
1,1,0,0,1,0,157,1,23674,4027,13810,3075,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,<= 1,0,1,5,1,0,0,1
1,1,0,65,2,1,110,1,35691,4944,21522,3839,13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.99,4.99,1,0,0,1,1,1,<= 1,0,1,5,1,0,0,0
0,1,0,91,1,2,343,1,108865,8635,101153,8323,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,4,0,> 1,<= 1,0,1,5,0,0,1,1
0,1,0,69,1,2,589,1,162491,10548,65642,6705,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,2,0,> 1,<= 1,0,1,14,0,0,1,1
0,1,0,86,1,2,570,1,437792,17308,110479,8698,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0,0,0,4,0,> 1,<= 1,0,1,11,0,0,1,1
